accession_record_id	experiment_id	sample_timepoint_id	namespace	entity_type	accession	project_accession	study_accession	sample_accession	experiment_accession	run_accession	official_page_url	download_url	file_format	file_size_bytes	md5	format_validation_status	online_verification_status	verification_date	evidence_ids	notes	condition_id	replicate_id	batch_id	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	public_status	query_id	biological_sample_origin_status	library_origin_status	sequencing_generation_status	analysis_usage_status	origin_evidence_ids
AC-P0008-0052	EX-P0008-001	ST-P0008-GEO-016	NCBI SRA	sra_experiment	SRX3098307	PRJNA398543	SRP115572	SAMN07512638	SRX3098307	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-016	R-P0008-GEO-016	B-P0008-GEO-016	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0053	EX-P0008-001	ST-P0008-GEO-017	GEO	geo_sample	GSM2745855	PRJNA398543	SRP115572	SAMN07512637	SRX3098308	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745855	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-017	R-P0008-GEO-017	B-P0008-GEO-017	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0054	EX-P0008-001	ST-P0008-GEO-017	NCBI BioSample	biosample	SAMN07512637	PRJNA398543	SRP115572	SAMN07512637	SRX3098308	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-017	R-P0008-GEO-017	B-P0008-GEO-017	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0055	EX-P0008-001	ST-P0008-GEO-017	NCBI SRA	sra_experiment	SRX3098308	PRJNA398543	SRP115572	SAMN07512637	SRX3098308	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-017	R-P0008-GEO-017	B-P0008-GEO-017	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0056	EX-P0008-001	ST-P0008-GEO-018	GEO	geo_sample	GSM2745856	PRJNA398543	SRP115572	SAMN07512636	SRX3098309	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745856	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-018	R-P0008-GEO-018	B-P0008-GEO-018	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0057	EX-P0008-001	ST-P0008-GEO-018	NCBI BioSample	biosample	SAMN07512636	PRJNA398543	SRP115572	SAMN07512636	SRX3098309	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-018	R-P0008-GEO-018	B-P0008-GEO-018	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0058	EX-P0008-001	ST-P0008-GEO-018	NCBI SRA	sra_experiment	SRX3098309	PRJNA398543	SRP115572	SAMN07512636	SRX3098309	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-018	R-P0008-GEO-018	B-P0008-GEO-018	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0059	EX-P0008-001	ST-P0008-GEO-019	GEO	geo_sample	GSM2745857	PRJNA398543	SRP115572	SAMN07512635	SRX3098310	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745857	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-019	R-P0008-GEO-019	B-P0008-GEO-019	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0060	EX-P0008-001	ST-P0008-GEO-019	NCBI BioSample	biosample	SAMN07512635	PRJNA398543	SRP115572	SAMN07512635	SRX3098310	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-019	R-P0008-GEO-019	B-P0008-GEO-019	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0061	EX-P0008-001	ST-P0008-GEO-019	NCBI SRA	sra_experiment	SRX3098310	PRJNA398543	SRP115572	SAMN07512635	SRX3098310	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-019	R-P0008-GEO-019	B-P0008-GEO-019	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0062	EX-P0008-001	ST-P0008-GEO-020	GEO	geo_sample	GSM2745858	PRJNA398543	SRP115572	SAMN07512634	SRX3098311	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745858	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-020	R-P0008-GEO-020	B-P0008-GEO-020	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0063	EX-P0008-001	ST-P0008-GEO-020	NCBI BioSample	biosample	SAMN07512634	PRJNA398543	SRP115572	SAMN07512634	SRX3098311	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-020	R-P0008-GEO-020	B-P0008-GEO-020	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0064	EX-P0008-001	ST-P0008-GEO-020	NCBI SRA	sra_experiment	SRX3098311	PRJNA398543	SRP115572	SAMN07512634	SRX3098311	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-020	R-P0008-GEO-020	B-P0008-GEO-020	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0065	EX-P0008-001	ST-P0008-GEO-021	GEO	geo_sample	GSM2745859	PRJNA398543	SRP115572	SAMN07512633	SRX3098312	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745859	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-021	R-P0008-GEO-021	B-P0008-GEO-021	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0066	EX-P0008-001	ST-P0008-GEO-021	NCBI BioSample	biosample	SAMN07512633	PRJNA398543	SRP115572	SAMN07512633	SRX3098312	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-021	R-P0008-GEO-021	B-P0008-GEO-021	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0067	EX-P0008-001	ST-P0008-GEO-021	NCBI SRA	sra_experiment	SRX3098312	PRJNA398543	SRP115572	SAMN07512633	SRX3098312	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-021	R-P0008-GEO-021	B-P0008-GEO-021	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0068	EX-P0008-002	ST-P0008-GEO-022	GEO	geo_sample	GSM2745860	PRJNA398543	SRP115572	SAMN07512632	SRX3098313	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745860	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-022	R-P0008-GEO-022	B-P0008-GEO-022	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0069	EX-P0008-002	ST-P0008-GEO-022	NCBI BioSample	biosample	SAMN07512632	PRJNA398543	SRP115572	SAMN07512632	SRX3098313	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-022	R-P0008-GEO-022	B-P0008-GEO-022	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0070	EX-P0008-002	ST-P0008-GEO-022	NCBI SRA	sra_experiment	SRX3098313	PRJNA398543	SRP115572	SAMN07512632	SRX3098313	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-022	R-P0008-GEO-022	B-P0008-GEO-022	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0071	EX-P0008-002	ST-P0008-GEO-023	GEO	geo_sample	GSM2745861	PRJNA398543	SRP115572	SAMN07512631	SRX3098314	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745861	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-023	R-P0008-GEO-023	B-P0008-GEO-023	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0072	EX-P0008-002	ST-P0008-GEO-023	NCBI BioSample	biosample	SAMN07512631	PRJNA398543	SRP115572	SAMN07512631	SRX3098314	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-023	R-P0008-GEO-023	B-P0008-GEO-023	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0073	EX-P0008-002	ST-P0008-GEO-023	NCBI SRA	sra_experiment	SRX3098314	PRJNA398543	SRP115572	SAMN07512631	SRX3098314	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-023	R-P0008-GEO-023	B-P0008-GEO-023	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0074	EX-P0008-002	ST-P0008-GEO-024	GEO	geo_sample	GSM2745862	PRJNA398543	SRP115572	SAMN07512630	SRX3098315	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745862	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-024	R-P0008-GEO-024	B-P0008-GEO-024	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0075	EX-P0008-002	ST-P0008-GEO-024	NCBI BioSample	biosample	SAMN07512630	PRJNA398543	SRP115572	SAMN07512630	SRX3098315	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-024	R-P0008-GEO-024	B-P0008-GEO-024	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0076	EX-P0008-002	ST-P0008-GEO-024	NCBI SRA	sra_experiment	SRX3098315	PRJNA398543	SRP115572	SAMN07512630	SRX3098315	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-024	R-P0008-GEO-024	B-P0008-GEO-024	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0077	EX-P0008-002	ST-P0008-GEO-025	GEO	geo_sample	GSM2745863	PRJNA398543	SRP115572	SAMN07512629	SRX3098316	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745863	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-025	R-P0008-GEO-025	B-P0008-GEO-025	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0078	EX-P0008-002	ST-P0008-GEO-025	NCBI BioSample	biosample	SAMN07512629	PRJNA398543	SRP115572	SAMN07512629	SRX3098316	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-025	R-P0008-GEO-025	B-P0008-GEO-025	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0079	EX-P0008-002	ST-P0008-GEO-025	NCBI SRA	sra_experiment	SRX3098316	PRJNA398543	SRP115572	SAMN07512629	SRX3098316	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-025	R-P0008-GEO-025	B-P0008-GEO-025	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0080	EX-P0008-002	ST-P0008-GEO-026	GEO	geo_sample	GSM2745864	PRJNA398543	SRP115572	SAMN07512628	SRX3098317	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745864	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0081	EX-P0008-002	ST-P0008-GEO-026	NCBI BioSample	biosample	SAMN07512628	PRJNA398543	SRP115572	SAMN07512628	SRX3098317	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0082	EX-P0008-002	ST-P0008-GEO-026	NCBI SRA	sra_experiment	SRX3098317	PRJNA398543	SRP115572	SAMN07512628	SRX3098317	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-026	R-P0008-GEO-026	B-P0008-GEO-026	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0083	EX-P0008-002	ST-P0008-GEO-027	GEO	geo_sample	GSM2745865	PRJNA398543	SRP115572	SAMN07512627	SRX3098318	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745865	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0084	EX-P0008-002	ST-P0008-GEO-027	NCBI BioSample	biosample	SAMN07512627	PRJNA398543	SRP115572	SAMN07512627	SRX3098318	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0085	EX-P0008-002	ST-P0008-GEO-027	NCBI SRA	sra_experiment	SRX3098318	PRJNA398543	SRP115572	SAMN07512627	SRX3098318	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-027	R-P0008-GEO-027	B-P0008-GEO-027	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0086	EX-P0008-002	ST-P0008-GEO-028	GEO	geo_sample	GSM2745866	PRJNA398543	SRP115572	SAMN07512626	SRX3098319	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745866	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-028	R-P0008-GEO-028	B-P0008-GEO-028	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0087	EX-P0008-002	ST-P0008-GEO-028	NCBI BioSample	biosample	SAMN07512626	PRJNA398543	SRP115572	SAMN07512626	SRX3098319	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-028	R-P0008-GEO-028	B-P0008-GEO-028	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0088	EX-P0008-002	ST-P0008-GEO-028	NCBI SRA	sra_experiment	SRX3098319	PRJNA398543	SRP115572	SAMN07512626	SRX3098319	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-028	R-P0008-GEO-028	B-P0008-GEO-028	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0089	EX-P0008-002	ST-P0008-GEO-029	GEO	geo_sample	GSM2745867	PRJNA398543	SRP115572	SAMN07512625	SRX3098320	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745867	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-029	R-P0008-GEO-029	B-P0008-GEO-029	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0090	EX-P0008-002	ST-P0008-GEO-029	NCBI BioSample	biosample	SAMN07512625	PRJNA398543	SRP115572	SAMN07512625	SRX3098320	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-029	R-P0008-GEO-029	B-P0008-GEO-029	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0091	EX-P0008-002	ST-P0008-GEO-029	NCBI SRA	sra_experiment	SRX3098320	PRJNA398543	SRP115572	SAMN07512625	SRX3098320	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-029	R-P0008-GEO-029	B-P0008-GEO-029	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0092	EX-P0008-002	ST-P0008-GEO-030	GEO	geo_sample	GSM2745868	PRJNA398543	SRP115572	SAMN07512624	SRX3098321	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745868	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-030	R-P0008-GEO-030	B-P0008-GEO-030	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0093	EX-P0008-002	ST-P0008-GEO-030	NCBI BioSample	biosample	SAMN07512624	PRJNA398543	SRP115572	SAMN07512624	SRX3098321	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-030	R-P0008-GEO-030	B-P0008-GEO-030	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0094	EX-P0008-002	ST-P0008-GEO-030	NCBI SRA	sra_experiment	SRX3098321	PRJNA398543	SRP115572	SAMN07512624	SRX3098321	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-030	R-P0008-GEO-030	B-P0008-GEO-030	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0095	EX-P0008-003	ST-P0008-GEO-031	GEO	geo_sample	GSM2745869	PRJNA398543	SRP115572	SAMN07512623	SRX3098322	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745869	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-031	R-P0008-GEO-031	B-P0008-GEO-031	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0096	EX-P0008-003	ST-P0008-GEO-031	NCBI BioSample	biosample	SAMN07512623	PRJNA398543	SRP115572	SAMN07512623	SRX3098322	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-031	R-P0008-GEO-031	B-P0008-GEO-031	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0097	EX-P0008-003	ST-P0008-GEO-031	NCBI SRA	sra_experiment	SRX3098322	PRJNA398543	SRP115572	SAMN07512623	SRX3098322	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-031	R-P0008-GEO-031	B-P0008-GEO-031	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0098	EX-P0008-003	ST-P0008-GEO-032	GEO	geo_sample	GSM2745870	PRJNA398543	SRP115572	SAMN07512621	SRX3098323	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745870	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-032	R-P0008-GEO-032	B-P0008-GEO-032	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0099	EX-P0008-003	ST-P0008-GEO-032	NCBI BioSample	biosample	SAMN07512621	PRJNA398543	SRP115572	SAMN07512621	SRX3098323	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-032	R-P0008-GEO-032	B-P0008-GEO-032	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0100	EX-P0008-003	ST-P0008-GEO-032	NCBI SRA	sra_experiment	SRX3098323	PRJNA398543	SRP115572	SAMN07512621	SRX3098323	NA	NA	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-032	R-P0008-GEO-032	B-P0008-GEO-032	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
AC-P0008-0101	EX-P0008-003	ST-P0008-GEO-033	GEO	geo_sample	GSM2745871	PRJNA398543	SRP115572	SAMN07512620	SRX3098324	NA	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM2745871	NA	NA	NA	NA	verified	verified	2026-07-13	E-P0008-008|E-P0008-009	官方快照解析记录	C-P0008-GEO-033	R-P0008-GEO-033	B-P0008-GEO-033	Hi-C	GENOMIC	other	PAIRED	ILLUMINA	NR	public	Q0001|Q0003	study_generated	study_generated	UNRESOLVED	primary_analysis	E-P0008-008|E-P0008-013
